title,id,release_date,duration,genre_count,genre,rating,keywords,language,budget,revenue,url
Behind the Trees,649524,11/21/2019,1h 38m,3,"Horror,Thriller,Mystery",56,0,English, NaN, NaN,https://www.themoviedb.org/movie/649524
Scream: Halloween Special,422112,10/18/2016,1h 21m,4,"Drama,Crime,Horror,TV Movie",74,1,English, NaN, NaN,https://www.themoviedb.org/movie/422112
Ear for Eye,794063,10/16/2021,1h 28m,0,0,,0, NaN,,,https://www.themoviedb.org/movie/794063
Demigod,760871,10/8/2021,1h 34m,1,Horror,40,0,English, NaN, NaN,https://www.themoviedb.org/movie/760871
Shaun of the Dead,747,4/9/2004,1h 39m,2,"Horror,Comedy",75,14,English,"4,000,000.00","30,332,385.00",https://www.themoviedb.org/movie/747
Scooby-Doo! in Where's My Mummy?,20558,12/13/2005,1h 15m,6,"Mystery,Animation,Family,Adventure,Comedy,Fantasy",73,1,English, NaN, NaN,https://www.themoviedb.org/movie/20558
The Fourth Kind,22824,11/6/2009,1h 38m,3,"Mystery,Science Fiction,Thriller",61,20,English,"10,000,000.00","47,709,193.00",https://www.themoviedb.org/movie/22824
Good Timing with Jo Firestone,879537,10/15/2021,0,0,English,,0,,,,https://www.themoviedb.org/movie/879537
Crank,1948,8/31/2006,1h 28m,3,"Action,Thriller,Crime",66,20,English,"12,000,000.00","42,931,041.00",https://www.themoviedb.org/movie/1948
Enemy at the Gates,853,3/14/2001,2h 11m,3,"Drama,War,History",74,14,English,"68,000,000.00","96,976,270.00",https://www.themoviedb.org/movie/853
Valentine's Day,32856,2/10/2010,2h 5m,2,"Comedy,Romance",59,10,English,"52,000,000.00","216,485,654.00",https://www.themoviedb.org/movie/32856
The Mountain Between Us,290512,10/5/2017,1h 49m,3,"Romance,Adventure,Drama",66,8,English,"35,000,000.00","62,832,209.00",https://www.themoviedb.org/movie/290512
Leprechaun in the Hood,18011,3/28/2000,1h 30m,2,"Horror,Comedy",50,1,English, NaN, NaN,https://www.themoviedb.org/movie/18011
I Can Only Imagine,470878,2/14/2018,1h 50m,2,"Music,Drama",76,0,English,"7,000,000.00","86,026,201.00",https://www.themoviedb.org/movie/470878
Game Night,445571,2/22/2018,1h 40m,3,"Mystery,Comedy,Crime",68,7,English,"37,000,000.00","117,501,013.00",https://www.themoviedb.org/movie/445571
Ocean's Eleven,161,12/7/2001,1h 56m,2,"Thriller,Crime",74,12,English,"85,000,000.00","450,717,150.00",https://www.themoviedb.org/movie/161
Max,272878,6/26/2015,1h 51m,2,"Adventure,Drama",71,6,English,"20,000,000.00","43,967,255.00",https://www.themoviedb.org/movie/272878
Brick Mansions,254473,4/22/2014,1h 30m,3,"Action,Crime,Drama",59,12,English,"28,000,000.00","68,896,829.00",https://www.themoviedb.org/movie/254473
Oro y Polvo,470581,4/19/2016,40,0,Spanish; Castilian,,0,,,,https://www.themoviedb.org/movie/470581
Grave Intentions,879062,10/15/2021,1h 28m,1,Horror,0,2,English, NaN, NaN,https://www.themoviedb.org/movie/879062
Welcome to the Jungle,205724,4/27/2013,1h 35m,1,Comedy,51,7,English,"3,500,000.00", NaN,https://www.themoviedb.org/movie/205724
The Mist,5876,11/21/2007,2h 6m,3,"Horror,Science Fiction,Thriller",68,14,English,"18,000,000.00","57,096,190.00",https://www.themoviedb.org/movie/5876
Son of a Gun,294652,10/16/2014,1h 48m,4,"Action,Crime,Drama,Thriller",64,15,English, NaN, NaN,https://www.themoviedb.org/movie/294652
Catch.44,75736,12/8/2011,1h 33m,3,"Drama,Action,Thriller",51,1,English,"7,000,000.00", NaN,https://www.themoviedb.org/movie/75736
Ben 10: Secret of the Omnitrix,15403,8/10/2007,1h 11m,3,"Animation,Science Fiction,Family",71,0,English, NaN, NaN,https://www.themoviedb.org/movie/15403
War Dogs,308266,8/17/2016,1h 54m,3,"Comedy,Crime,Drama",69,6,English,"40,000,000.00","86,234,523.00",https://www.themoviedb.org/movie/308266
The Last Bus,642546,6/18/2021,1h 28m,1,Drama,66,0,English, NaN, NaN,https://www.themoviedb.org/movie/642546
Jungle Beat: The Movie,663459,7/2/2020,1h 24m,4,"Family,Animation,Science Fiction,Comedy",72,0,English, NaN, NaN,https://www.themoviedb.org/movie/663459
Home Alone 4,12536,11/3/2002,1h 24m,2,"Comedy,Family",45,16,English, NaN, NaN,https://www.themoviedb.org/movie/12536
Dangerous Worry Dolls,161326,1/22/2008,1h 15m,2,"Science Fiction,Horror",38,0,English, NaN, NaN,https://www.themoviedb.org/movie/161326
Power/Rangers,327029,2/24/2015,14m,3,"Action,Adventure,Science Fiction",71,4,English, NaN, NaN,https://www.themoviedb.org/movie/327029
Cats & Dogs: The Revenge of Kitty Galore,39691,7/28/2010,1h 22m,6,"Comedy,Family,Action,Fantasy,Adventure,Mystery",52,3,English,"85,000,000.00","112,483,764.00",https://www.themoviedb.org/movie/39691
"Signed, Sealed, Delivered: The Vows We Have Made",860271,10/17/2021,1h 24m,4,"TV Movie,Comedy,Romance,Mystery",0,0,English, NaN, NaN,https://www.themoviedb.org/movie/860271
Ultimate Avengers: The Movie,14609,2/21/2006,1h 12m,5,"Action,Animation,Family,Adventure,Science Fiction",68,6,English, NaN,"6,700,000.00",https://www.themoviedb.org/movie/14609
Young Mother 5,729097,4/3/2020,1h 35m,2,"Drama,Romance",65,0,Korean, NaN, NaN,https://www.themoviedb.org/movie/729097
Wolf Girl and Black Prince,375533,5/28/2016,1h 56m,1,Romance,66,0,Japanese, NaN, NaN,https://www.themoviedb.org/movie/375533
Worth,649394,7/21/2021,1h 58m,2,"Drama,History",70,3,English, NaN, NaN,https://www.themoviedb.org/movie/649394
Alle hater Johan,750498,10/15/2021,1,1,0,0,1, NaN, NaN,,https://www.themoviedb.org/movie/750498
You Only Live Twice,667,6/13/1967,1h 57m,3,"Action,Thriller,Adventure",66,30,English,"9,500,000.00","111,584,787.00",https://www.themoviedb.org/movie/667
Shooter,7485,3/22/2007,2h 4m,5,"Action,Drama,Mystery,Thriller,Crime",71,8,English,"61,000,000.00","95,696,996.00",https://www.themoviedb.org/movie/7485
Barbie in Rock 'N Royals,355111,8/12/2015,1h 24m,3,"Animation,Music,Family",70,2,English, NaN, NaN,https://www.themoviedb.org/movie/355111
Blue Spring Ride,283727,12/13/2014,2h 2m,2,"Romance,Drama",67,0,Japanese, NaN, NaN,https://www.themoviedb.org/movie/283727
The Nightingale,400090,9/23/2018,2h 16m,2,"Drama,Thriller",72,12,English, NaN,"855,756.00",https://www.themoviedb.org/movie/400090
Operation Mekong,415214,9/30/2016,2h 4m,4,"Action,Adventure,Crime,War",70,6,Chinese,"30,200,000.00","173,000,000.00",https://www.themoviedb.org/movie/415214
Make Me Famous,834859,10/15/2021,1h 32m,2,"Documentary,History",0,3,English, NaN, NaN,https://www.themoviedb.org/movie/834859
Hostiles,384680,12/22/2017,2h 14m,3,"Western,Drama,History",69,9,English,"55,000,000.00","36,976,336.00",https://www.themoviedb.org/movie/384680
Swingers Sex Party,619105,1/1/2007,1h 29m,1,Drama,60,0,English, NaN, NaN,https://www.themoviedb.org/movie/619105
47 Meters Down,403119,5/25/2017,1h 29m,4,"Horror,Drama,Thriller,Adventure",58,7,English,"5,500,000.00","44,235,023.00",https://www.themoviedb.org/movie/403119
Planet Hulk,30675,2/2/2010,1h 21m,3,"Science Fiction,Animation,Action",70,7,English, NaN,"7,000,000.00",https://www.themoviedb.org/movie/30675
The Ballad of Buster Scruggs,537996,11/9/2018,2h 12m,4,"Comedy,Drama,Western,Music",72,12,English, NaN, NaN,https://www.themoviedb.org/movie/537996
Jason Bourne,324668,7/27/2016,2h 3m,2,"Action,Thriller",63,13,English,"120,000,000.00","415,484,914.00",https://www.themoviedb.org/movie/324668
The Intern,257211,9/24/2015,2h 1m,1,Comedy,72,7,English,"35,000,000.00","194,564,672.00",https://www.themoviedb.org/movie/257211
Malena,10867,3/16/2000,1h 49m,1,Drama,73,7,Italian, NaN,"14,493,284.00",https://www.themoviedb.org/movie/10867
Tiempo al tiempo,478121,1/1/2010,11m,5,0,,0, NaN,,,https://www.themoviedb.org/movie/478121
Apocalypse Now,28,8/15/1979,2h 27m,2,"Drama,War",83,23,English,"31,500,000.00","150,000,000.00",https://www.themoviedb.org/movie/28
Another Round,580175,9/24/2020,1h 57m,2,"Comedy,Drama",78,10,Danish, NaN,"7,287,440.00",https://www.themoviedb.org/movie/580175
Unforgettable,418437,3/6/2017,1h 40m,2,"Drama,Thriller",58,2,English,"12,000,000.00","17,768,012.00",https://www.themoviedb.org/movie/418437
Meet the Spartans,7278,1/24/2008,1h 24m,1,Comedy,40,10,English,"30,000,000.00","84,646,831.00",https://www.themoviedb.org/movie/7278
La leyenda del Charro Negro,494656,1/19/2018,1,1,80,0,2, NaN, NaN,,https://www.themoviedb.org/movie/494656
Breakout,218329,9/4/2013,1h 29m,2,"Action,Thriller",44,2,English, NaN, NaN,https://www.themoviedb.org/movie/218329
Mean Girls 2,51481,1/23/2011,1h 36m,1,Comedy,52,2,English, NaN, NaN,https://www.themoviedb.org/movie/51481
Country Boys at Summer's End,825431,10/15/2021,1h 20m,3,"Adventure,Family,Comedy",0,3,English,"10,000.00", NaN,https://www.themoviedb.org/movie/825431
The Wedding Ringer,252838,1/16/2015,1h 41m,1,Comedy,65,5,English,"23,000,000.00","79,799,880.00",https://www.themoviedb.org/movie/252838
Color Out of Space,548473,1/24/2020,1h 51m,4,"Horror,Mystery,Science Fiction,Thriller",60,16,English,"6,000,000.00","1,023,510.00",https://www.themoviedb.org/movie/548473
The Woman in Black 2: Angel of Death,288158,12/30/2014,1h 38m,3,"Thriller,Horror,Drama",52,6,English,"15,000,000.00","48,854,305.00",https://www.themoviedb.org/movie/288158
DemnÃ¤chst auf VHS,846253,10/15/2021,1,1,0,0,1, NaN, NaN,,https://www.themoviedb.org/movie/846253
Jarhead 3: The Siege,378385,1/20/2016,1h 35m,3,"War,Action,Drama",63,2,English, NaN, NaN,https://www.themoviedb.org/movie/378385
Gurren Lagann the Movie: The Lights in the Sky Are Stars,23452,4/25/2009,2h 6m,4,"Action,Science Fiction,Animation,Adventure",79,1,Japanese, NaN, NaN,https://www.themoviedb.org/movie/23452
The Punisher,7220,4/15/2004,2h 4m,3,"Action,Crime,Drama",63,10,English,"33,000,000.00","54,700,105.00",https://www.themoviedb.org/movie/7220
The Craft,9100,5/3/1996,1h 41m,4,"Fantasy,Horror,Drama,Thriller",67,13,English,"15,000,000.00","24,819,936.00",https://www.themoviedb.org/movie/9100
Aksel,722338,10/15/2021,1h 30m,1,Documentary,0,0,Norwegian, NaN, NaN,https://www.themoviedb.org/movie/722338
Goodnight Mommy,284303,10/7/2014,1h 40m,4,"Drama,Horror,Thriller,Mystery",67,23,German, NaN,"2,193,474.00",https://www.themoviedb.org/movie/284303
Date Night,35056,4/8/2010,1h 37m,3,"Comedy,Action,Adventure",61,20,English,"55,000,000.00","152,263,880.00",https://www.themoviedb.org/movie/35056
Svengoolie - Son Of Frankenstein,880693,10/16/2021,0,0,English,,0,,,,https://www.themoviedb.org/movie/880693
The Adventures of Tintin,17578,10/24/2011,1h 47m,3,"Adventure,Animation,Mystery",68,12,English,"130,000,000.00","371,940,071.00",https://www.themoviedb.org/movie/17578
God's Not Dead,249660,3/21/2014,1h 53m,1,Drama,60,1,English,"17,000,000.00","29,789,000.00",https://www.themoviedb.org/movie/249660
Do You Believe?,309425,3/20/2015,1h 55m,2,"Fantasy,Drama",66,0,English, NaN, NaN,https://www.themoviedb.org/movie/309425
Sleepless,324542,1/12/2017,1h 35m,3,"Action,Crime,Thriller",59,8,English,"30,000,000.00","32,540,674.00",https://www.themoviedb.org/movie/324542
Urusei Yatsura: Only You,150023,2/11/1983,1h 41m,4,"Animation,Romance,Science Fiction,Comedy",63,2,Japanese, NaN, NaN,https://www.themoviedb.org/movie/150023
Closest Love to Heaven,438640,2/25/2017,1h 49m,2,"Romance,Drama",78,0,Japanese, NaN, NaN,https://www.themoviedb.org/movie/438640
The Man with the Golden Gun,682,12/1/1974,2h 5m,3,"Adventure,Action,Thriller",64,18,English,"7,000,000.00","97,572,000.00",https://www.themoviedb.org/movie/682
Teen Wolf,11824,8/23/1985,1h 31m,3,"Comedy,Fantasy,Romance",62,5,English,"1,200,000.00","80,000,000.00",https://www.themoviedb.org/movie/11824
Kaguya-sama: Love Is War,617402,9/6/2019,1h 53m,2,"Comedy,Romance",73,1,Japanese, NaN, NaN,https://www.themoviedb.org/movie/617402
Tremors: A Cold Day in Hell,496704,5/1/2018,1h 38m,6,"Action,Adventure,Science Fiction,Fantasy,Comedy,Horror",59,7,English, NaN, NaN,https://www.themoviedb.org/movie/496704
Scooby-Doo! and the Monster of Mexico,21956,9/30/2003,1h 15m,4,"Animation,Comedy,Family,Mystery",71,0,English, NaN, NaN,https://www.themoviedb.org/movie/21956
Die Hard: With a Vengeance,1572,5/19/1995,2h 8m,2,"Action,Thriller",72,23,English,"90,000,000.00","366,101,666.00",https://www.themoviedb.org/movie/1572
2 Hearts,710356,10/16/2020,1h 40m,2,"Romance,Drama",78,4,English, NaN, NaN,https://www.themoviedb.org/movie/710356
The Strangers,10665,5/29/2008,1h 26m,3,"Thriller,Horror,Mystery",61,7,English,"9,000,000.00","82,391,145.00",https://www.themoviedb.org/movie/10665
Facing the Giants,18925,9/29/2006,1h 51m,1,Drama,74,10,English,"100,000.00","10,178,331.00",https://www.themoviedb.org/movie/18925
The Descent: Part 2,34480,10/14/2009,1h 34m,3,"Adventure,Horror,Thriller",59,5,English,"6,000,200.00","7,048,886.00",https://www.themoviedb.org/movie/34480
Clueless,9603,7/19/1995,1h 37m,2,"Comedy,Romance",73,8,English,"12,000,000.00","56,631,572.00",https://www.themoviedb.org/movie/9603
Offering to the Storm,673174,7/24/2020,2h 19m,2,"Crime,Thriller",65,0,Spanish; Castilian,"5,989,313.00", NaN,https://www.themoviedb.org/movie/673174
Happy Family,454699,2/9/2018,1h 33m,4,"Animation,Family,Fantasy,Comedy",58,2,English, NaN,"26,441,892.00",https://www.themoviedb.org/movie/454699
Una PelÃ­cula de Huevos,16761,4/21/2006,1h 30m,2,"Animation,Comedy",78,1,Spanish; Castilian, NaN, NaN,https://www.themoviedb.org/movie/16761
Mighty Morphin Power Rangers: The Movie,9070,6/30/1995,1h 32m,5,"Family,Action,Adventure,Science Fiction,Fantasy",58,4,English,"15,000,000.00","66,000,000.00",https://www.themoviedb.org/movie/9070
City of God,598,2/5/2002,2h 10m,2,"Drama,Crime",84,8,Portuguese,"3,300,000.00","30,641,770.00",https://www.themoviedb.org/movie/598
First Man,369972,10/11/2018,2h 21m,2,"History,Drama",70,22,English,"70,000,000.00","105,702,570.00",https://www.themoviedb.org/movie/369972
Shot Caller,339692,7/13/2017,2h 1m,3,"Crime,Drama,Thriller",69,16,English, NaN, NaN,https://www.themoviedb.org/movie/339692
Freedom Writers,1646,1/5/2007,2h 3m,2,"Crime,Drama",79,17,English,"21,000,000.00","43,095,175.00",https://www.themoviedb.org/movie/1646
Breaking News in Yuba County,556867,1/28/2021,1h 36m,4,"Comedy,Drama,Crime,Thriller",60,0,English, NaN, NaN,https://www.themoviedb.org/movie/556867
Stomp the Yard,1931,5/16/2007,1h 54m,2,"Drama,Music",67,4,English,"13,000,000.00","75,511,123.00",https://www.themoviedb.org/movie/1931
Miss Sloane,376290,11/25/2016,2h 12m,2,"Thriller,Drama",75,12,English,"13,000,000.00","9,101,546.00",https://www.themoviedb.org/movie/376290
True Lies,36955,7/15/1994,2h 21m,2,"Action,Thriller",70,15,English,"115,000,000.00","378,882,411.00",https://www.themoviedb.org/movie/36955
Fantastic Four: Rise of the Silver Surfer,1979,6/13/2007,1h 32m,4,"Adventure,Fantasy,Action,Thriller",56,27,English,"130,000,000.00","301,913,131.00",https://www.themoviedb.org/movie/1979
Tales of Vesperia: The First Strike,39319,10/3/2009,1h 50m,4,"Animation,Action,Adventure,Fantasy",63,3,Japanese, NaN, NaN,https://www.themoviedb.org/movie/39319
Elite Squad,7347,10/12/2007,1h 55m,3,"Drama,Action,Crime",81,10,Portuguese,"4,000,000.00","14,759,148.00",https://www.themoviedb.org/movie/7347
Sardar Udham,598826,10/16/2021,2h 43m,4,"Action,Crime,Drama,History",95,3,Hindi, NaN, NaN,https://www.themoviedb.org/movie/598826
Master Z: Ip Man Legacy,450001,12/20/2018,1h 47m,1,Action,62,1,Cantonese, NaN,"21,832,649.00",https://www.themoviedb.org/movie/450001
Rurouni Kenshin Part III: The Legend Ends,221732,9/13/2014,2h 15m,4,"Action,Adventure,Drama,Fantasy",78,5,Japanese, NaN, NaN,https://www.themoviedb.org/movie/221732
Gothika,4970,11/21/2003,1h 38m,2,"Horror,Thriller",61,8,English,"40,000,000.00","141,591,324.00",https://www.themoviedb.org/movie/4970
Birthday Sex,225832,10/5/2012,1h 22m,2,"Drama,Romance",65,1,English, NaN, NaN,https://www.themoviedb.org/movie/225832
Twitches Too,46169,10/12/2007,1h 23m,4,"Drama,Family,Fantasy,TV Movie",67,3,English, NaN, NaN,https://www.themoviedb.org/movie/46169
Doraemon: Nobita's Great Adventure in the South Seas,105444,3/7/1998,1h 38m,1,Animation,67,1,Japanese, NaN, NaN,https://www.themoviedb.org/movie/105444
Turbo,77950,7/11/2013,1h 36m,2,"Animation,Family",62,9,English,"135,000,000.00","282,570,682.00",https://www.themoviedb.org/movie/77950
A Cinderella Story: Christmas Wish,606117,10/15/2019,1h 33m,4,"Comedy,Music,Romance,Fantasy",66,5,English, NaN, NaN,https://www.themoviedb.org/movie/606117
Walk of Shame,187596,5/2/2014,1h 35m,1,Comedy,59,4,English, NaN,"8,122,990.00",https://www.themoviedb.org/movie/187596
Day of the Dead: Bloodline,485415,12/29/2017,1h 30m,2,"Action,Horror",42,7,English,"8,000,000.00", NaN,https://www.themoviedb.org/movie/485415
Lara Croft: Tomb Raider,1995,6/11/2001,1h 40m,4,"Adventure,Fantasy,Action,Thriller",59,11,English,"115,000,000.00","274,703,340.00",https://www.themoviedb.org/movie/1995
One Flew Over the Cuckoo's Nest,510,11/18/1975,2h 13m,1,Drama,84,9,English,"3,000,000.00","108,981,275.00",https://www.themoviedb.org/movie/510
Basic Instinct,402,3/20/1992,2h 7m,2,"Thriller,Mystery",68,21,English,"49,000,000.00","352,927,224.00",https://www.themoviedb.org/movie/402
Invasion,514207,1/1/2020,2h 9m,4,"Science Fiction,Drama,Romance,Action",69,10,Russian,"8,819,200.00","32,104,054.00",https://www.themoviedb.org/movie/514207
The Baytown Outlaws,81446,8/27/2012,1h 38m,3,"Action,Comedy,Crime",61,13,English,"4,000,000.00", NaN,https://www.themoviedb.org/movie/81446
"Legally Blonde 2: Red, White & Blonde",10327,7/2/2003,1h 35m,1,Comedy,56,14,English,"45,000,000.00","124,914,842.00",https://www.themoviedb.org/movie/10327
Deadly Excursion,579571,1/28/2019,2h,2,"Thriller,TV Movie",61,0,English, NaN, NaN,https://www.themoviedb.org/movie/579571
Instructions Not Included,211954,7/20/2013,2h 2m,2,"Comedy,Drama",77,2,Spanish; Castilian,"5,500,000.00","99,067,206.00",https://www.themoviedb.org/movie/211954
School Life,587301,8/28/2019,1h 51m,2,"Drama,Comedy",70,6,French, NaN, NaN,https://www.themoviedb.org/movie/587301
One Piece: Curse of the Sacred Sword,44728,3/6/2004,1h 35m,3,"Animation,Adventure,Action",70,0,Japanese, NaN,"13,422,333.00",https://www.themoviedb.org/movie/44728
Always Watching: A Marble Hornets Story,329289,4/7/2015,1h 31m,1,Horror,52,0,English, NaN, NaN,https://www.themoviedb.org/movie/329289
The Patriot,2024,6/28/2000,2h 45m,4,"Drama,History,War,Action",71,21,English,"110,000,000.00","215,294,342.00",https://www.themoviedb.org/movie/2024
The Afterlight,871701,10/15/2021,1h 22m,1,Documentary,0,0,English, NaN, NaN,https://www.themoviedb.org/movie/871701
Doraemon: Nobita and the Galaxy Super-express,106164,3/2/1996,1h 37m,1,Animation,77,3,Japanese, NaN, NaN,https://www.themoviedb.org/movie/106164
Booksmart,505600,5/24/2019,1h 42m,1,Comedy,71,7,English,"6,000,000.00","24,849,029.00",https://www.themoviedb.org/movie/505600
The DUFF,272693,2/20/2015,1h 40m,2,"Romance,Comedy",68,11,English,"8,500,000.00","43,528,634.00",https://www.themoviedb.org/movie/272693
Sheep & Wolves: Pig Deal,518755,1/24/2019,1h 20m,4,"Animation,Adventure,Comedy,Family",69,3,Russian, NaN,"3,393,975.00",https://www.themoviedb.org/movie/518755
My Life in Ruins,23049,6/5/2009,1h 35m,2,"Comedy,Romance",61,6,English,"17,000,000.00","20,455,276.00",https://www.themoviedb.org/movie/23049
Birth of the Dragon,408266,8/25/2017,1h 43m,2,"Action,Drama",57,2,English, NaN,"6,901,965.00",https://www.themoviedb.org/movie/408266
The Secret Life of Walter Mitty,116745,12/18/2013,1h 54m,4,"Adventure,Comedy,Drama,Fantasy",71,11,English,"90,000,000.00","188,133,322.00",https://www.themoviedb.org/movie/116745
The Titan,476926,3/30/2018,1h 37m,2,"Science Fiction,Thriller",54,12,English, NaN, NaN,https://www.themoviedb.org/movie/476926
A Prayer Before Dawn,448776,5/24/2018,1h 56m,3,"Drama,Action,Crime",68,15,English, NaN,"958,883.00",https://www.themoviedb.org/movie/448776
The Condemned 2,353610,11/6/2015,1h 30m,1,Action,52,0,English, NaN, NaN,https://www.themoviedb.org/movie/353610
Bridge to Terabithia,1265,2/15/2007,1h 36m,3,"Adventure,Drama,Family",73,14,English,"60,000,000.00","137,587,063.00",https://www.themoviedb.org/movie/1265
Psychic Kusuo,447185,10/21/2017,1h 37m,1,Comedy,62,1,Japanese, NaN, NaN,https://www.themoviedb.org/movie/447185
Naruto: The Cross Roads,699249,12/19/2009,25m,1,Animation,59,0,Japanese, NaN, NaN,https://www.themoviedb.org/movie/699249
The Hunt,514847,3/11/2020,1h 30m,3,"Action,Thriller,Horror",67,5,English,"14,000,000.00","8,621,288.00",https://www.themoviedb.org/movie/514847
Pacto de Fuga,596247,1/23/2020,2h 18m,2,"Drama,Thriller",77,2,Spanish; Castilian, NaN, NaN,https://www.themoviedb.org/movie/596247
King of Thorn,50388,10/9/2009,1h 45m,3,"Fantasy,Animation,Science Fiction",65,8,Japanese, NaN, NaN,https://www.themoviedb.org/movie/50388
Chico Bon Bon and the Very Berry Holiday,771305,12/3/2020,2,2,58,0,1, NaN, NaN,,https://www.themoviedb.org/movie/771305
Star Wars: Episode II - Attack of the Clones,1894,5/15/2002,2h 22m,3,"Adventure,Action,Science Fiction",65,16,English,"120,000,000.00","649,398,328.00",https://www.themoviedb.org/movie/1894
Blood and Bone,22164,2/7/2009,1h 33m,3,"Action,Drama,Thriller",74,4,English,"3,700,000.00", NaN,https://www.themoviedb.org/movie/22164
The King of Staten Island,579583,7/22/2020,2h 17m,2,"Comedy,Drama",71,6,English, NaN, NaN,https://www.themoviedb.org/movie/579583
Marriage Story,492188,9/28/2019,2h 17m,1,Drama,78,12,English,"18,000,000.00","2,300,000.00",https://www.themoviedb.org/movie/492188
Cruel Intentions,796,3/5/1999,1h 38m,2,"Drama,Romance",68,17,English,"10,500,000.00","76,347,426.00",https://www.themoviedb.org/movie/796
Demolition Man,9739,10/8/1993,1h 55m,3,"Crime,Action,Science Fiction",66,25,English,"57,000,000.00","58,055,768.00",https://www.themoviedb.org/movie/9739
"10,000 Days",293082,11/23/2014,1h 31m,1,Science Fiction,28,0,English, NaN, NaN,https://www.themoviedb.org/movie/293082
Scooby-Doo! WrestleMania Mystery,258893,3/25/2014,1h 24m,4,"Animation,Comedy,Family,Mystery",72,0,English, NaN, NaN,https://www.themoviedb.org/movie/258893
bodybag,783117,10/15/2021,1,1,0,6,1, NaN, NaN,,https://www.themoviedb.org/movie/783117
Rocky Balboa,1246,12/20/2006,1h 42m,2,"Drama,Action",68,19,English,"24,000,000.00","155,721,132.00",https://www.themoviedb.org/movie/1246
Iron Man & Captain America: Heroes United,284274,7/29/2014,1h 11m,3,"Adventure,Animation,Action",62,2,English, NaN, NaN,https://www.themoviedb.org/movie/284274
Sex School: Final Exams,541568,8/1/2018,1h 41m,5,1,,0, NaN,,,https://www.themoviedb.org/movie/541568
Puss in Boots: The Three Diablos,83201,2/7/2012,13m,4,"Adventure,Animation,Comedy,Family",66,1,English, NaN, NaN,https://www.themoviedb.org/movie/83201
The Great Gatsby,64682,5/10/2013,2h 23m,2,"Drama,Romance",74,6,English,"105,000,000.00","351,040,419.00",https://www.themoviedb.org/movie/64682
The Invention of Lying,23082,9/13/2009,1h 40m,3,"Comedy,Fantasy,Romance",62,2,English,"18,500,000.00","32,406,507.00",https://www.themoviedb.org/movie/23082
Fullmetal Alchemist The Movie: Conqueror of Shamballa,14003,7/21/2005,1h 45m,4,"Action,Adventure,Animation,Drama",73,6,Japanese, NaN, NaN,https://www.themoviedb.org/movie/14003
El Chapo and the Curse of the Pirate Zombies,670940,12/31/2021,0,0,English,,0,,,,https://www.themoviedb.org/movie/670940
Violet Evergarden: Eternity and the Auto Memory Doll,610892,9/6/2019,1h 31m,3,"Drama,Fantasy,Animation",84,9,Japanese, NaN,"10,841,702.00",https://www.themoviedb.org/movie/610892
Macross Delta the Movie: Passionate WalkÃ¼re,496349,2/9/2018,2h,1,Animation,45,1,Japanese, NaN, NaN,https://www.themoviedb.org/movie/496349
Scooby-Doo on Zombie Island,13151,9/22/1998,1h 17m,5,"Animation,Comedy,Family,Mystery,Adventure",76,1,English, NaN, NaN,https://www.themoviedb.org/movie/13151
Mr. Osomatsu the Movie,559519,3/15/2019,1h 48m,2,"Comedy,Animation",80,2,Japanese, NaN, NaN,https://www.themoviedb.org/movie/559519
Jagame Thandhiram,656113,6/18/2021,2h 38m,2,"Action,Crime",62,3,Tamil, NaN, NaN,https://www.themoviedb.org/movie/656113
Dilwale Dulhania Le Jayenge,19404,10/20/1995,3h 10m,3,"Comedy,Drama,Romance",88,0,Hindi,"13,200,000.00","100,000,000.00",https://www.themoviedb.org/movie/19404
Lupin's Daughter,862401,10/15/2021,0,0,Japanese,,0,,,,https://www.themoviedb.org/movie/862401
The Night of the Beast,579701,10/14/2021,1h 10m,3,"Comedy,Drama,Music",50,0,Spanish; Castilian, NaN, NaN,https://www.themoviedb.org/movie/579701
Warm Bodies,82654,1/31/2013,1h 37m,3,"Horror,Comedy,Romance",64,7,English,"35,000,000.00","116,980,662.00",https://www.themoviedb.org/movie/82654
Extinction,429415,7/26/2018,1h 36m,4,"Action,Drama,Science Fiction,Thriller",60,5,English, NaN,"1,451,864.00",https://www.themoviedb.org/movie/429415
Star Wars: The Clone Wars,12180,8/5/2008,1h 38m,4,"Animation,Action,Science Fiction,Adventure",61,4,English,"8,500,000.00","68,282,844.00",https://www.themoviedb.org/movie/12180
Godzilla: City on the Edge of Battle,492719,5/18/2018,1h 45m,2,"Animation,Science Fiction",66,1,Japanese, NaN, NaN,https://www.themoviedb.org/movie/492719
La La Land,313369,11/29/2016,2h 9m,4,"Comedy,Drama,Romance,Music",79,23,English,"30,000,000.00","448,900,000.00",https://www.themoviedb.org/movie/313369
Ghostbusters II,2978,6/16/1989,1h 48m,2,"Comedy,Fantasy",65,21,English,"37,000,000.00","215,394,738.00",https://www.themoviedb.org/movie/2978
Soy Luna: The Last Concert,779783,2/26/2021,2,2,79,1,2, NaN, NaN,,https://www.themoviedb.org/movie/779783
Hellboy II: The Golden Army,11253,7/11/2008,2h,4,"Action,Adventure,Mystery,Fantasy",67,16,English,"85,000,000.00","160,388,063.00",https://www.themoviedb.org/movie/11253
The Hunchback of Notre Dame II,12448,2/5/2002,1h 8m,3,"Animation,Family,Comedy",54,6,English, NaN, NaN,https://www.themoviedb.org/movie/12448
Pleasure,592695,10/8/2021,1h 45m,1,Drama,70,5,English, NaN, NaN,https://www.themoviedb.org/movie/592695
